# 卷一 第二单元 判答(教材/知识推断)
一	二	1	0	D	COPD主要危险因素吸烟
一	二	1	1	B	泌尿生殖道化脓STD=淋病奈瑟菌
一	二	2	0	D	哮喘危重-胸腹矛盾运动
一	二	2	2	E	肛裂-排便后肛门疼痛
一	二	3	0	E	主闭-胸骨左缘3肋间舒张期杂音
一	二	4	0	C	心房颤动不属于PTE危险因素
一	二	4	1	B	幽门梗阻-低钾低氯性碱中毒
一	二	5	0	A	新月体肾炎激素冲击适应证
一	二	5	1	A	维B2缺乏最常见-摄入减少
一	二	6	0	B	心梗剧烈胸痛止痛-肌注吗啡
一	二	6	1	B	腹部闭合伤最易损-脾
一	二	7	0	A	右心衰vs肝硬化-静脉压增高
一	二	7	1	D	功能性消化不良不包括烧心
一	二	8	0	B	慢性肾衰-高钾代酸
一	二	8	1	A	甲状腺高功能腺瘤需手术
一	二	9	0	E	骨折解剖复位非愈合必需
一	二	9	1	E	Chvostek征非代酸表现
一	二	10	0	D	2型糖尿病-胰岛素抵抗
一	二	11	0	D	紫癜血小板不减少故错误
一	二	12	0	D	肾积水首选B超
一	二	13	0	E	肾绞痛-解痉止痛
一	二	14	0	B	手外伤现场止血-局部加压包扎
一	二	15	0	B	不完全骨折-裂缝骨折
一	二	16	0	B	支扩咯血不主张镇咳药
一	二	17	0	E	骨折早期并发症-脂肪栓塞
一	二	18	0	A	纤维帽-平滑肌细胞
一	二	20	0	C	COPD标志性症状-气短呼吸困难
一	二	21	0	C	肾绞痛常见-输尿管结石
一	二	22	0	B	痛风急性发作最有效-秋水仙碱
一	二	23	0	E	慢性右心衰特征-肝颈静脉反流征
一	二	25	0	B	肺心病降肺动脉高压首选-氧疗
一	二	26	0	C	扩心最常见-心力衰竭
一	二	27	0	C	T细胞淋巴瘤-间变性大细胞
一	二	28	0	B	抑制T4转T3-丙硫氧嘧啶
一	二	29	0	E	扩心vs肺心-超声全心增大
一	二	30	0	B	利尿剂禁用-急性右室梗死
一	二	31	0	B	早期狭窄性腱鞘炎-局部激素注射
一	二	32	0	D	左心衰期右心衰呼吸困难减轻-右心排量减
一	二	33	0	A	早期发现肺结核-胸部X线(选项A)
一	二	34	0	E	婴幼儿睾丸肿瘤-卵黄囊瘤
一	二	35	0	C	弥漫性结缔组织病-类风湿关节炎
一	二	37	0	B	T2前列腺癌-根治性切除
一	二	38	0	C	正常形态红细胞尿-急性肾盂肾炎
一	二	40	0	B	阑尾炎术后最常见-切口感染
一	二	41	0	B	骨盆骨折-后尿道损伤
一	二	42	0	C	胸骨右缘2肋间收缩震颤-主动脉瓣狭窄
一	二	43	0	A	功能性垂体瘤最常见-催乳素瘤
一	二	44	0	D	慢萎胃镜-黏膜血管透见
一	二	45	0	D	ST抬高+肌钙蛋白+持续胸痛=急性心梗
一	二	49	0	C	醉酒后臭脓痰空洞液平-肺脓肿(OCR缺C位)
一	二	50	0	D	妊娠4月哮喘肺炎-青霉素
一	二	51	0	B	登4楼诱发心绞痛-CCSⅡ级
一	二	52	0	D	哮喘急性发作期不宜-脱敏治疗
一	二	53	0	C	挤压综合征高钾-血液透析优先
一	二	55	0	A	破伤风呼吸道保护-气管切开
一	二	56	0	A	老年肱骨外科颈嵌插-三角巾悬吊
一	二	57	0	B	AMI乳头肌梗死杂音可消失(推断)
一	二	58	0	E	偶发室早无结构异常-随访无需药
一	二	60	0	B	腰椎间盘突出+马尾综合征-急诊手术
一	二	61	0	A	胸骨后压榨持续痛急诊-心电图
一	二	62	0	D	PSA增高确诊-前列腺穿刺活检
一	二	63	0	C	肾盂肾炎-白细胞管型
一	二	64	0	E	性腺发育不良无须查-生长激素激发
一	二	65	0	A	肩周炎
一	二	66	0	E	小指环指尺侧麻木内收障碍-尺神经
一	二	67	0	B	青中年血尿蛋白肾损-IgA肾病原发(推断)
一	二	68	0	E	Addison确诊-ACTH兴奋试验
一	二	69	0	E	乙肝肝硬化呕血-食管胃底静脉曲张破裂
一	二	70	0	B	突发咯血+右下水泡音-支气管扩张
一	二	77	0	A	输尿管上段0.8cm结石-解痉后ESWL
一	二	79	0	D	晨起变小活动增大透光(+)-交通性鞘膜积液
一	二	81	0	D	18岁NS蛋白5.6g-微小病变型
一	二	82	0	B	嗜铬细胞瘤初筛-尿儿茶酚胺
一	二	83	0	B	结核诊断确认-痰结核分枝杆菌培养
