# 卷三 第二单元 判答(教材/知识推断)
三	二	1	0	E	剧烈呕吐后出血-贲门黏膜撕裂
三	二	1	1	B	PDA不会-右心房增大(早期)
三	二	2	0	D	挂线疗法-肛瘘
三	二	2	1	E	伤寒诊断价值不大-血沉
三	二	3	0	D	TAT-中和游离外毒素
三	二	3	1	B	微小病变激素不佳-加免疫抑制剂(推断)
三	二	3	2	E	宫颈癌病因-高危HPV持续感染
三	二	4	0	E	枕骨大孔疝-第四脑室肿瘤
三	二	4	1	B	CHT新生儿最早-生理黄疸延长
三	二	5	0	D	组织缺铁-异食癖
三	二	5	1	D	青紫最早-法洛四联症
三	二	6	0	C	骨折治疗首要-复位
三	二	6	1	B	温抗体AIHA-Coombs(+)
三	二	9	0	D	非高钾病因-盐皮质激素过多
三	二	9	1	A	子宫内膜癌首治-手术
三	二	10	0	D	肠外营养适应不包-乙状结肠造瘘
三	二	11	0	D	胸腹联合伤先处理-张力性气胸
三	二	12	0	B	开放性颅脑损伤-脑脊液鼻漏
三	二	13	0	B	胃癌转移-淋巴转移
三	二	14	0	B	低血容量监测-中心静脉压
三	二	15	0	B	急性虫卵结节-嗜酸性粒细胞
三	二	16	0	C	COPD肺功能不符-肺总量下降
三	二	17	0	C	缺血性肌挛缩-肱骨髁上骨折(推断)
三	二	18	0	B	耐青霉素肺炎链球菌-头孢曲松
三	二	19	0	B	肾结核最早-尿频
三	二	20	0	E	缺铁性贫血常见-慢性失血
三	二	21	0	D	DVT观察-超声多普勒
三	二	22	0	D	类风湿因子-抗体
三	二	23	0	D	嗜铬危象降压-酚妥拉明
三	二	24	0	C	肝手术拆线-7~9天
三	二	25	0	E	瘢痕性幽门梗阻-呕吐宿食无胆汁
三	二	26	0	E	流脑典型-皮肤瘀点瘀斑
三	二	27	0	A	骨折早期并发症-脂肪栓塞
三	二	29	0	C	直肠指检无阳性-内痔
三	二	30	0	D	确诊伤寒-血培养阳性
三	二	32	0	B	限期手术-胃癌根治术
三	二	33	0	E	特异性感染-淋巴结结核
三	二	35	0	A	颅内血肿致命-脑疝
三	二	36	0	E	血尿癌查-膀胱镜+逆行肾盂造影
三	二	37	0	A	T1膀胱癌-浸润固有层
三	二	38	0	D	激素最敏感-脂性肾病
三	二	39	0	A	抢救DKA主要-补液
三	二	40	0	A	病毒性心肌炎体征错-第一心音增强
三	二	41	0	E	Ortner征-肺动脉压喉返神经声嘶
三	二	42	0	D	室速血流动力学障碍-电复律
三	二	43	0	D	腺垂体破坏≥75%出现症状
三	二	44	0	B	支扩胸片-双轨征
三	二	45	0	E	全心扩大左室-扩张型心肌病
三	二	46	0	C	乳状脓血痰-金葡菌肺炎
三	二	49	0	D	干咳咽痛双下点片-支原体肺炎
三	二	50	0	E	COPD加重呼酸-改善通气
三	二	52	0	C	呋塞米尿多后昏睡-肝性脑病
