# 卷二 第二单元 判答(教材/知识推断)
二	二	2	0	C	一侧胸廓膨隆呼吸音消失-气胸
二	二	3	0	D	颅后窝骨折-Battle征
二	二	4	0	D	等渗性脱水常见-消化液急性丢失
二	二	5	0	C	IBS腹痛-便前痛便后缓解
二	二	6	0	A	二尖瓣面容-面色晦暗(推断)
二	二	7	0	B	甲状腺大部切除适用-高功能腺瘤
二	二	8	0	C	上尿路结石-腰痛血尿
二	二	9	0	C	胃小弯溃疡大出血-胃大部切除术
二	二	38	0	C	肝病面容-黑色
二	二	38	1	B	AOSC病因-胆总管结石
二	二	39	0	D	骨折愈合标准错-局部无畸形
二	二	40	0	E	继发性甲减-希恩综合征
二	二	41	0	E	促胰液素-促碳酸氢盐分泌
二	二	42	0	D	多根多处肋骨骨折-反常呼吸
二	二	45	0	A	骨折急救最重要-妥善固定
二	二	46	0	D	乙脑最早抗体-特异性IgM
二	二	47	0	B	微循环紊乱重-感染性休克
二	二	48	0	E	丹毒-乙型溶血性链球菌
二	二	49	0	D	烧伤第一8h输1/2总量
二	二	50	0	B	狭窄性腱鞘炎-手指和腕关节
二	二	52	0	C	血管闭塞性脉管炎-下肢中小动静脉
二	二	53	0	E	持久免疫-乙型脑炎
二	二	54	0	A	保护性抗体-抗HBs
二	二	55	0	D	正中神经损伤-猿掌畸形
二	二	57	0	B	饮酒剧痛瘀斑休克-急性重型胰腺炎
二	二	58	0	D	肝炎呕血脾大-食管胃底静脉曲张破裂
二	二	59	0	B	血栓闭塞性脉管炎
二	二	60	0	E	间歇寒战高热云南-疟疾
二	二	62	0	D	孕34周淋病-头孢曲松
二	二	63	0	B	颈前冷结节质硬-甲状腺癌
二	二	64	0	B	胆道感染-大肠埃希菌
二	二	65	0	C	小腿蜂窝织炎-头孢菌素类
二	二	66	0	D	婴儿冬季抽搐-甲状旁腺反应迟钝(推断)
二	二	67	0	A	BPH首选-α受体阻滞剂
二	二	68	0	B	尿频尿急无发热-急性膀胱炎
二	二	71	0	B	胫骨上端骨性突起-骨软骨瘤
二	二	74	0	A	髋后脱位(屈内收内旋)-手法复位
二	二	75	0	C	肛门暗紫肿物剧痛-血栓性外痔
二	二	76	0	B	结节手术指征不包括-数量增加
二	二	77	0	E	霍乱确诊-粪便霍乱弧菌培养
二	二	78	0	C	背痛胸椎后凸低热-胸椎结核
二	二	80	0	E	钡剂鸟嘴-乙状结肠扭转
二	二	83	0	A	疝术后肠梗阻-粘连性
二	二	84	0	C	膀胱癌侵犯深肌层-T2期
二	二	86	0	D	直肠癌距肛4cm-直肠镜活检
二	二	88	0	D	尿毒症不宜-静脉肾盂造影IVU
二	二	89	0	D	夜尿增多尿渗透压低-慢性肾盂肾炎
二	二	90	0	D	乳头糜烂Paget细胞-湿疹样癌
二	二	91	0	E	Courvoisier征无痛黄疸-胰头癌
二	二	94	0	E	外伤休克腹膜炎-纠正休克同时剖腹探查
二	二	95	0	D	肘外侧痛-肱骨外上髁炎Mills征
二	二	97	0	D	糖尿病围手术期-短效胰岛素
二	二	98	0	B	孕5月甲亢-口服丙硫氧嘧啶
二	二	99	0	B	术后小腿痛Homans(+)-深静脉血栓
二	二	100	0	E	结核性膝关节炎-关节腔穿刺注入抗结核药
二	二	102	0	D	头痛呕吐皮下结节-囊尾蚴病
二	二	105	0	A	高龄肱骨外科颈粉碎-三角巾悬吊
二	二	106	0	E	血栓性外痔-血栓外痔剥离术
二	二	107	0	A	小腿开放性骨折清创后-石膏固定(推断)
二	二	108	0	C	胃腺癌限黏膜下层-早期胃癌
二	二	111	0	A	气性坏疽(推断)
二	二	112	0	B	气性坏疽抗生素-青霉素+甲硝唑
二	二	114	0	D	盆腔脓肿后穹隆引流
二	二	115	0	A	首查-尿常规
二	二	116	0	E	肾结石-体外冲击波碎石(推断)
二	二	118	0	B	尿毒症-血液透析
二	二	120	0	C	胰腺炎确诊-血清脂肪酶
二	二	121	0	E	伤后严重并发症-骨筋膜室综合征
二	二	122	0	D	骨筋膜室综合征-早期切开减压
二	二	123	0	C	婴幼儿阵发哭闹-肠套叠
二	二	124	0	D	肠套叠钡剂-杯口征
二	二	126	0	C	长程抗生素后再次高热-真菌培养
二	二	127	0	D	慢性肾小球肾炎
二	二	128	0	D	慢性肾炎治疗重点-控制血压
二	二	130	0	C	肝炎病因-病毒标志物检查
二	二	137	0	B	急性胰腺炎药-生长抑素
二	二	138	0	C	溃疡性结肠炎药-柳氮磺胺吡啶
二	二	139	0	C	痢疾杆菌-志贺菌属
二	二	140	0	D	百日咳杆菌-鲍特菌属
二	二	141	0	E	升结肠狭窄僵硬-结肠癌
二	二	142	0	B	右下腹痛腹泻发热-肠结核
二	二	143	0	B	最常见尿路结石-草酸钙
二	二	144	0	D	碱性尿液成石-磷酸盐
二	二	145	0	A	颈椎病禁牵引推拿-脊髓型
二	二	146	0	D	颈椎病猝倒-椎动脉型
二	二	147	0	C	主闭股动脉区-枪击音
二	二	148	0	B	二狭肺动脉瓣区-Graham-Steell
二	二	149	0	A	腺垂体含量最多-生长激素
二	二	150	0	C	调节钙磷最重要-甲状旁腺激素
